batch_id,input_symbol,input_company_name,dependency_name,dependency_type,upstream_or_downstream,related_industry,related_commodity_or_macro_factor,importance,expected_sign,expected_lag_days_min,expected_lag_days_max,mechanism,evidence_type,source,confidence,provenance_type
nifty_500_shariah,ABLBL,Aditya Birla Lifestyle Brands Ltd.,industrial manufacturing,customer_industry,downstream,industrial manufacturing,,high,positive,0,120,Industrial production drives chemical demand.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ABLBL,Aditya Birla Lifestyle Brands Ltd.,agriculture and regulated end-markets,customer_industry,downstream,agriculture and regulated end-markets,,medium,positive,0,180,Seasonal and regulated demand affects volumes and mix.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACE,Action Construction Equipment Ltd.,"steel, aluminium, rubber and components",raw_material,upstream,"metals, rubber and auto components",,high,negative,0,120,Commodity and component costs affect gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACE,Action Construction Equipment Ltd.,electronics and logistics,component,upstream,electronics and logistics,,medium,negative,0,180,Supply availability affects production continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACE,Action Construction Equipment Ltd.,Indian auto demand,customer_industry,downstream,Indian auto demand,,high,positive,0,120,"Consumer income, financing and fleet demand drive volumes.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACE,Action Construction Equipment Ltd.,OEM production and replacement market,customer_industry,downstream,OEM production and replacement market,,high,positive,0,180,OEM production schedules and replacement cycles affect revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACUTAAS,Acutaas Chemicals Ltd.,"APIs, KSMs, medical supplies and consumables",raw_material,upstream,pharma intermediates and healthcare supplies,,high,negative,0,120,Input availability and compliance influence margins and supply reliability.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACUTAAS,Acutaas Chemicals Ltd.,regulatory approvals and quality systems,regulation,upstream,healthcare regulators,,high,mixed,0,365,Approvals enable launches and capacity use; observations can disrupt supply.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACUTAAS,Acutaas Chemicals Ltd.,domestic healthcare demand,customer_industry,downstream,domestic healthcare demand,,high,positive,0,120,"Healthcare access, prescriptions and patient volumes support revenue.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ACUTAAS,Acutaas Chemicals Ltd.,regulated export or institutional markets,customer_industry,downstream,regulated export or institutional markets,,medium,mixed,0,180,Approvals and tender flows can lift revenue while pricing pressure can offset volume.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AFCONS,Afcons Infrastructure Ltd.,"steel, copper, electronics and bought-out components",raw_material,upstream,metals and electrical components,,high,negative,0,180,Input cost inflation can affect project margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AFCONS,Afcons Infrastructure Ltd.,project execution labor and subcontractors,labour,upstream,engineering and construction services,,medium,negative,0,180,Execution availability and cost influence delivery timelines.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AFCONS,Afcons Infrastructure Ltd.,industrial and infrastructure capex,customer_industry,downstream,industrial and infrastructure capex,,high,positive,0,365,Private and public capex drives orders and execution.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AFCONS,Afcons Infrastructure Ltd.,government and regulated utilities,customer_industry,downstream,government and regulated utilities,,medium,positive,0,365,Tender awards and utility capex influence order inflow.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,"APIs, KSMs, medical supplies and consumables",raw_material,upstream,pharma intermediates and healthcare supplies,,high,negative,0,120,Input availability and compliance influence margins and supply reliability.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,regulatory approvals and quality systems,regulation,upstream,healthcare regulators,,high,mixed,0,365,Approvals enable launches and capacity use; observations can disrupt supply.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,domestic healthcare demand,customer_industry,downstream,domestic healthcare demand,,high,positive,0,120,"Healthcare access, prescriptions and patient volumes support revenue.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,regulated export or institutional markets,customer_industry,downstream,regulated export or institutional markets,,medium,mixed,0,180,Approvals and tender flows can lift revenue while pricing pressure can offset volume.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ALKEM,Alkem Laboratories Ltd.,"APIs, KSMs, medical supplies and consumables",raw_material,upstream,pharma intermediates and healthcare supplies,,high,negative,0,120,Input availability and compliance influence margins and supply reliability.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ALKEM,Alkem Laboratories Ltd.,regulatory approvals and quality systems,regulation,upstream,healthcare regulators,,high,mixed,0,365,Approvals enable launches and capacity use; observations can disrupt supply.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ALKEM,Alkem Laboratories Ltd.,domestic healthcare demand,customer_industry,downstream,domestic healthcare demand,,high,positive,0,120,"Healthcare access, prescriptions and patient volumes support revenue.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ALKEM,Alkem Laboratories Ltd.,regulated export or institutional markets,customer_industry,downstream,regulated export or institutional markets,,medium,mixed,0,180,Approvals and tender flows can lift revenue while pricing pressure can offset volume.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AMBER,Amber Enterprises India Ltd.,"commodities, packaging and merchandise",raw_material,upstream,"agri, chemical, textile and packaging suppliers",,high,negative,0,90,Commodity and packaging inflation affects gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AMBER,Amber Enterprises India Ltd.,"advertising, logistics and retail occupancy",other,upstream,"media, logistics and retail real estate",,medium,negative,0,120,Brand and channel costs influence operating margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AMBER,Amber Enterprises India Ltd.,Indian household consumption,customer_industry,downstream,Indian household consumption,,high,positive,0,90,"Household income, pricing and distribution reach drive demand.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AMBER,Amber Enterprises India Ltd.,retail and e-commerce channels,customer_industry,downstream,retail and e-commerce channels,,medium,positive,0,120,Channel expansion and inventory availability support revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ANANTRAJ,Anant Raj Ltd.,"commodities, packaging and merchandise",raw_material,upstream,"agri, chemical, textile and packaging suppliers",,high,negative,0,90,Commodity and packaging inflation affects gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ANANTRAJ,Anant Raj Ltd.,"advertising, logistics and retail occupancy",other,upstream,"media, logistics and retail real estate",,medium,negative,0,120,Brand and channel costs influence operating margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ANANTRAJ,Anant Raj Ltd.,Indian household consumption,customer_industry,downstream,Indian household consumption,,high,positive,0,90,"Household income, pricing and distribution reach drive demand.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ANANTRAJ,Anant Raj Ltd.,retail and e-commerce channels,customer_industry,downstream,retail and e-commerce channels,,medium,positive,0,120,Channel expansion and inventory availability support revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,APARINDS,Apar Industries Ltd.,"steel, copper, electronics and bought-out components",raw_material,upstream,metals and electrical components,,high,negative,0,180,Input cost inflation can affect project margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,APARINDS,Apar Industries Ltd.,project execution labor and subcontractors,labour,upstream,engineering and construction services,,medium,negative,0,180,Execution availability and cost influence delivery timelines.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,APARINDS,Apar Industries Ltd.,industrial and infrastructure capex,customer_industry,downstream,industrial and infrastructure capex,,high,positive,0,365,Private and public capex drives orders and execution.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,APARINDS,Apar Industries Ltd.,government and regulated utilities,customer_industry,downstream,government and regulated utilities,,medium,positive,0,365,Tender awards and utility capex influence order inflow.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APLAPOLLO,APL Apollo Tubes Ltd.,"steel, copper, electronics and bought-out components",raw_material,upstream,metals and electrical components,,high,negative,0,180,Input cost inflation can affect project margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APLAPOLLO,APL Apollo Tubes Ltd.,project execution labor and subcontractors,labour,upstream,engineering and construction services,,medium,negative,0,180,Execution availability and cost influence delivery timelines.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APLAPOLLO,APL Apollo Tubes Ltd.,industrial and infrastructure capex,customer_industry,downstream,industrial and infrastructure capex,,high,positive,0,365,Private and public capex drives orders and execution.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APLAPOLLO,APL Apollo Tubes Ltd.,government and regulated utilities,customer_industry,downstream,government and regulated utilities,,medium,positive,0,365,Tender awards and utility capex influence order inflow.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,"steel, aluminium, rubber and components",raw_material,upstream,"metals, rubber and auto components",,high,negative,0,120,Commodity and component costs affect gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,electronics and logistics,component,upstream,electronics and logistics,,medium,negative,0,180,Supply availability affects production continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,Indian auto demand,customer_industry,downstream,Indian auto demand,,high,positive,0,120,"Consumer income, financing and fleet demand drive volumes.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,OEM production and replacement market,customer_industry,downstream,OEM production and replacement market,,high,positive,0,180,OEM production schedules and replacement cycles affect revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,"steel, aluminium, rubber and components",raw_material,upstream,"metals, rubber and auto components",,high,negative,0,120,Commodity and component costs affect gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,electronics and logistics,component,upstream,electronics and logistics,,medium,negative,0,180,Supply availability affects production continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,Indian auto demand,customer_industry,downstream,Indian auto demand,,high,positive,0,120,"Consumer income, financing and fleet demand drive volumes.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,OEM production and replacement market,customer_industry,downstream,OEM production and replacement market,,high,positive,0,180,OEM production schedules and replacement cycles affect revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,"titanium dioxide, resins, monomers and solvents",raw_material,upstream,specialty chemicals and petrochemicals,,high,negative,0,90,Crude-linked and imported chemical inputs affect gross margin.,inferred_from_industry,Annual Report 2024-25 cost/risk discussion and value-chain mapping,0.8,inferred
nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,packaging materials and logistics,logistics,upstream,packaging and transport,,high,negative,0,60,Paint distribution is packaging- and freight-intensive.,inferred_from_industry,Annual Report 2024-25 cost/risk discussion and value-chain mapping,0.55,inferred
nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,residential housing and repainting,customer_industry,downstream,residential housing and repainting,,high,positive,0,120,"Housing turnover, renovation and repainting cycles drive volume and premium mix.",disclosed,Annual Report 2024-25 and industry value-chain mapping,0.82,inferred
nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,automotive and industrial manufacturing,customer_industry,downstream,automotive and industrial manufacturing,,medium,positive,30,180,Industrial production and auto output influence industrial coatings.,inferred_from_industry,Annual Report 2024-25 and industry value-chain mapping,0.55,inferred
nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,"APIs, KSMs, medical supplies and consumables",raw_material,upstream,pharma intermediates and healthcare supplies,,high,negative,0,120,Input availability and compliance influence margins and supply reliability.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,regulatory approvals and quality systems,regulation,upstream,healthcare regulators,,high,mixed,0,365,Approvals enable launches and capacity use; observations can disrupt supply.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,domestic healthcare demand,customer_industry,downstream,domestic healthcare demand,,high,positive,0,120,"Healthcare access, prescriptions and patient volumes support revenue.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,regulated export or institutional markets,customer_industry,downstream,regulated export or institutional markets,,medium,mixed,0,180,Approvals and tender flows can lift revenue while pricing pressure can offset volume.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTRAL,Astral Ltd.,"steel, copper, electronics and bought-out components",raw_material,upstream,metals and electrical components,,high,negative,0,180,Input cost inflation can affect project margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTRAL,Astral Ltd.,project execution labor and subcontractors,labour,upstream,engineering and construction services,,medium,negative,0,180,Execution availability and cost influence delivery timelines.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTRAL,Astral Ltd.,industrial and infrastructure capex,customer_industry,downstream,industrial and infrastructure capex,,high,positive,0,365,Private and public capex drives orders and execution.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ASTRAL,Astral Ltd.,government and regulated utilities,customer_industry,downstream,government and regulated utilities,,medium,positive,0,365,Tender awards and utility capex influence order inflow.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ATGL,Adani Total Gas Ltd.,"fuel, gas, crude-linked inputs and power",energy,upstream,energy and commodities,,high,negative,0,90,Commodity prices and supply availability affect spreads and margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ATGL,Adani Total Gas Ltd.,regulatory tariffs and licenses,regulation,upstream,energy regulators,,high,mixed,0,365,"Tariffs, licenses and policy changes influence returns.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ATGL,Adani Total Gas Ltd.,industrial and commercial energy demand,customer_industry,downstream,industrial and commercial energy demand,,high,positive,0,120,Industrial activity and urban demand support offtake.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,ATGL,Adani Total Gas Ltd.,regulated retail users,customer_industry,downstream,regulated retail users,,medium,positive,0,120,Retail demand and tariff regulation affect revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,ATUL,Atul Ltd.,"petrochemical feedstocks, solvents and energy",raw_material,upstream,petrochemicals and energy,,high,negative,0,90,Feedstock and energy inflation affects gross margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,ATUL,Atul Ltd.,environmental and product approvals,regulation,upstream,chemical regulators,,high,mixed,0,365,Approvals and environmental compliance shape operating continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,ATUL,Atul Ltd.,industrial manufacturing,customer_industry,downstream,industrial manufacturing,,high,positive,0,120,Industrial production drives chemical demand.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
ind_nifty500,ATUL,Atul Ltd.,agriculture and regulated end-markets,customer_industry,downstream,agriculture and regulated end-markets,,medium,positive,0,180,Seasonal and regulated demand affects volumes and mix.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AUROPHARMA,Aurobindo Pharma Ltd.,"APIs, KSMs, medical supplies and consumables",raw_material,upstream,pharma intermediates and healthcare supplies,,high,negative,0,120,Input availability and compliance influence margins and supply reliability.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AUROPHARMA,Aurobindo Pharma Ltd.,regulatory approvals and quality systems,regulation,upstream,healthcare regulators,,high,mixed,0,365,Approvals enable launches and capacity use; observations can disrupt supply.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AUROPHARMA,Aurobindo Pharma Ltd.,domestic healthcare demand,customer_industry,downstream,domestic healthcare demand,,high,positive,0,120,"Healthcare access, prescriptions and patient volumes support revenue.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,AUROPHARMA,Aurobindo Pharma Ltd.,regulated export or institutional markets,customer_industry,downstream,regulated export or institutional markets,,medium,mixed,0,180,Approvals and tender flows can lift revenue while pricing pressure can offset volume.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BALKRISIND,Balkrishna Industries Ltd.,"steel, aluminium, rubber and components",raw_material,upstream,"metals, rubber and auto components",,high,negative,0,120,Commodity and component costs affect gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BALKRISIND,Balkrishna Industries Ltd.,electronics and logistics,component,upstream,electronics and logistics,,medium,negative,0,180,Supply availability affects production continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BALKRISIND,Balkrishna Industries Ltd.,Indian auto demand,customer_industry,downstream,Indian auto demand,,high,positive,0,120,"Consumer income, financing and fleet demand drive volumes.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BALKRISIND,Balkrishna Industries Ltd.,OEM production and replacement market,customer_industry,downstream,OEM production and replacement market,,high,positive,0,180,OEM production schedules and replacement cycles affect revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BATAINDIA,Bata India Ltd.,"commodities, packaging and merchandise",raw_material,upstream,"agri, chemical, textile and packaging suppliers",,high,negative,0,90,Commodity and packaging inflation affects gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BATAINDIA,Bata India Ltd.,"advertising, logistics and retail occupancy",other,upstream,"media, logistics and retail real estate",,medium,negative,0,120,Brand and channel costs influence operating margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BATAINDIA,Bata India Ltd.,Indian household consumption,customer_industry,downstream,Indian household consumption,,high,positive,0,90,"Household income, pricing and distribution reach drive demand.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BATAINDIA,Bata India Ltd.,retail and e-commerce channels,customer_industry,downstream,retail and e-commerce channels,,medium,positive,0,120,Channel expansion and inventory availability support revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BAYERCROP,Bayer Cropscience Ltd.,"petrochemical feedstocks, solvents and energy",raw_material,upstream,petrochemicals and energy,,high,negative,0,90,Feedstock and energy inflation affects gross margins.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BAYERCROP,Bayer Cropscience Ltd.,environmental and product approvals,regulation,upstream,chemical regulators,,high,mixed,0,365,Approvals and environmental compliance shape operating continuity.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BAYERCROP,Bayer Cropscience Ltd.,industrial manufacturing,customer_industry,downstream,industrial manufacturing,,high,positive,0,120,Industrial production drives chemical demand.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BAYERCROP,Bayer Cropscience Ltd.,agriculture and regulated end-markets,customer_industry,downstream,agriculture and regulated end-markets,,medium,positive,0,180,Seasonal and regulated demand affects volumes and mix.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BBTC,The Bombay Burmah Trading Corporation Ltd.,"commodities, packaging and merchandise",raw_material,upstream,"agri, chemical, textile and packaging suppliers",,high,negative,0,90,Commodity and packaging inflation affects gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BBTC,The Bombay Burmah Trading Corporation Ltd.,"advertising, logistics and retail occupancy",other,upstream,"media, logistics and retail real estate",,medium,negative,0,120,Brand and channel costs influence operating margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BBTC,The Bombay Burmah Trading Corporation Ltd.,Indian household consumption,customer_industry,downstream,Indian household consumption,,high,positive,0,90,"Household income, pricing and distribution reach drive demand.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BBTC,The Bombay Burmah Trading Corporation Ltd.,retail and e-commerce channels,customer_industry,downstream,retail and e-commerce channels,,medium,positive,0,120,Channel expansion and inventory availability support revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BERGEPAINT,Berger Paints (India) Ltd.,"commodities, packaging and merchandise",raw_material,upstream,"agri, chemical, textile and packaging suppliers",,high,negative,0,90,Commodity and packaging inflation affects gross margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BERGEPAINT,Berger Paints (India) Ltd.,"advertising, logistics and retail occupancy",other,upstream,"media, logistics and retail real estate",,medium,negative,0,120,Brand and channel costs influence operating margin.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BERGEPAINT,Berger Paints (India) Ltd.,Indian household consumption,customer_industry,downstream,Indian household consumption,,high,positive,0,90,"Household income, pricing and distribution reach drive demand.",inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
nifty_500_shariah,BERGEPAINT,Berger Paints (India) Ltd.,retail and e-commerce channels,customer_industry,downstream,retail and e-commerce channels,,medium,positive,0,120,Channel expansion and inventory availability support revenue.,inferred_from_industry,"NSE classification, annual-report source inventory and sector value-chain mapping",0.6,inferred
